Works: 21479
Agravaine (Merlin), character, 1
Balinor/Hunith (Merlin), relationship, 1
Hunith (Merlin), character, 10
Kilgharrah (Merlin), character, 8
Alice (Merlin), character, 2
Lancelot (Merlin), character, 15
Alternate Universe - Royalty, freeform, 61
Royal Merlin, freeform, 1
servant arthur, freeform, 1
Role Reversal, freeform, 12
Lots of dragons - Freeform, freeform, 1
Neymar/Cristiano Ronaldo, relationship, 1
Neymar, character, 2
Cristiano Ronaldo, character, 3
Mick Schumacher/Max Verstappen, relationship, 1
Mick Schumacher, character, 2
Max Verstappen, character, 9
Secret Santa, freeform, 6
Luka Modrić/Ivan Rakitić, relationship, 1
all魔笛, relationship, 1
Luka Modrić, character, 1
Ricardo "Kaká" Izecson dos Santos Leite/Cristiano Ronaldo, relationship, 1
卡配罗, relationship, 1
Ricardo "Kaká" Izecson dos Santos Leite, character, 1
C罗；卡卡；, character, 1
Stéphane Lambiel/Shoma Uno, relationship, 1
Stéphane Lambiel, character, 1
Shoma Uno, character, 6
Toro | Shoma Uno's Dog, character, 1
Emma | Shoma Uno's Dog, character, 1
Itsuki Uno, character, 1
Johnny Weir, character, 1
Daisuke Takahashi, character, 1
Coach/Player Relationship, freeform, 1
Introspection, freeform, 87
Mutual Pining, freeform, 350
so much pining, freeform, 3
Enzo Fernández/Julián Álvarez, relationship, 1
Lewis Hamilton/Sergio Perez, relationship, 1
Lewis Hamilton (Formula 1 RPF), character, 7
Sergio Pérez, character, 3
Slice of Life, freeform, 183
True Love, freeform, 52
Flowers, freeform, 21
Yuzuru Hanyu/Boyang Jin, relationship, 17
Yuzuru Hanyu, character, 25
Boyang Jin, character, 16
Rika Kihira, character, 1
Lando Norris/Carlos Sainz Jr, relationship, 3
Pierre Gasly/Charles Leclerc, relationship, 2
Daniel Ricciardo/Max Verstappen, relationship, 4
Carlos Sainz Jr, character, 6
Lando Norris, character, 8
Charles Leclerc, character, 16
Oscar Piastri, character, 1
Marriage Proposal, freeform, 98
Male Slash, freeform, 38
Male Friendship, freeform, 17
Emiliano Martínez/Reader, relationship, 1
Dibu Martínez, character, 1
Emiliano Martínez, character, 1
Damián Emiliano Martínez, character, 1
Argentina National Team, freeform, 1
Argentina, freeform, 1
FIFA World Cup, freeform, 1
Champions, freeform, 1
Masquerade / Crystal Memories, relationship, 1
Masquerade - Yuzuru Hanyu (Anthropomorphic), character, 1
Crystal Memories - Yuzuru Hanyu (Anthropomorphic), character, 1
Vetle Sjåstad Christiansen/Quentin Fillon Maillet, relationship, 1
Quentin Fillon Maillet, character, 1
Vetle Sjåstad Christiansen, character, 1
Emilien Jacquelin, character, 1
Tarjei Bø, character, 1
Rivalry, freeform, 13
vetle can't deal with his emotions, freeform, 1
so he is all sarcastic and avoidant towards q, freeform, 1
but dont worry he will wake up, freeform, 1
they admire each other so much, freeform, 1
also vetle is really protective, freeform, 1
Assumptions, freeform, 2
Misunderstandings, freeform, 140
Huddling For Warmth, freeform, 6
Near Death Experiences, freeform, 43
Love Confessions, freeform, 248
Nathan Chen/Vincent Zhou, relationship, 2
Nathan Chen, character, 14
Vincent Zhou, character, 2
Mason Mount/Declan Rice, relationship, 2
Mason Mount, character, 4
Declan Rice, character, 2
Lionel Messi/Neymar, relationship, 1
Lionel Messi, character, 2
FIFA World Cup 2022, freeform, 1
Mild Hurt/Comfort, freeform, 114
Alpha Messi, freeform, 1
Omega Neymar, freeform, 1
触手/利马, relationship, 1
Lisandro Martínez/Lionel Messi, relationship, 1
Lisandro Martínez, character, 1
Mick Schumacher & Sebastian Vettel, relationship, 1
Charles Leclerc & Sebastian Vettel, relationship, 1
Hanna Prater/Sebastian Vettel, relationship, 1
Sebastian Vettel, character, 2
Hanna Prater, character, 1
Post-2022 season, freeform, 1
Enemies to Friends, freeform, 28
they're not really enemies but Mick searches someone to blame, freeform, 1
i will make this a ship in next part but here they are becoming friends, freeform, 1
Seb is the grid's dad, freeform, 1
retired Seb with bees, freeform, 1
Children of Characters, freeform, 2
English is not my mothertongue, freeform, 1
just a angsty fic cause Mick has no seat for 2023, freeform, 1
Mick needs a hug, freeform, 1
Lewis Hamilton/Sebastian Vettel, relationship, 1
Lewis Hamilton/Max Verstappen, relationship, 1
Daniel Ricciardo, character, 9
Pierre Gasly, character, 10
One Shot Collection, freeform, 38
Pairings in Title and Trigger Warnings in Notes, freeform, 1
Puppy Play, freeform, 8
Light Dom/sub, freeform, 114
Foursome - M/M/M/M, freeform, 5
Anders/Female Hawke/Nathaniel Howe, relationship, 1
Anders (Dragon Age), character, 37
Female Hawke (Dragon Age), character, 10
Nathaniel Howe, character, 10
erm..., freeform, 1
they are happy, freeform, 1
That's it, freeform, 5
oh oh, freeform, 1
there is a couch too, freeform, 1
but you can't see it :v, freeform, 1
Cole/Cassandra Pentaghast, relationship, 2
Cole (Dragon Age), character, 23
Cassandra Pentaghast, character, 47
kiss, freeform, 1
maybe? - Freeform, freeform, 5
inspired on a fic, freeform, 1
manka's fault, freeform, 1
Lace Harding/The Iron Bull, relationship, 1
Lace Harding, character, 5
The Iron Bull (Dragon Age), character, 16
Brief Exhibitionism, freeform, 1
Desperation Play, freeform, 1
Watersports, freeform, 30
messy sex, freeform, 1
Aftercare, freeform, 122
Orgasm Delay, freeform, 8
Explicit Sexual Content, freeform, 336
Female Lavellan/Solas (Dragon Age), relationship, 2
Female Inquisitor/Solas (Dragon Age), relationship, 6
Lavellan/Solas (Dragon Age), relationship, 5
Inquisitor/Solas (Dragon Age), relationship, 2
Cassandra Pentaghast & Solas, relationship, 1
Female Inquisitor (Dragon Age), character, 43
Female Lavellan (Dragon Age), character, 22
Solas (Dragon Age), character, 29
POV Solas (Dragon Age), freeform, 2
Lavellan/Solas Fluff (Dragon Age), freeform, 1
Male Aeducan/Gorim Saelac, relationship, 1
Alistair/Leliana (Dragon Age), relationship, 1
Gorim Saelac, character, 1
Alistair (Dragon Age), character, 37
Leliana (Dragon Age), character, 41
Break Your Heart For The Holidays 2021, freeform, 1
Warden is Dead (Dragon Age), freeform, 1
Grey Warden sacrifice, freeform, 1
Wakes & Funerals, freeform, 15
Dwarf Culture & Customs, freeform, 7
dwarf funeral, freeform, 1
return to the stone, freeform, 1
Post-Dragon Age: Origins Quest - The Battle of Denerim, freeform, 1
Post-Blight, freeform, 2
Renn/Valta (Dragon Age), relationship, 1
Renn (Dragon Age), character, 1
Valta (Dragon Age), character, 1
Bathing/Washing, freeform, 40
Deep Roads (Dragon Age), freeform, 1
Secret Relationship, freeform, 116
Stolen Moments, freeform, 3
Female Aeducan/Rica Brosca, relationship, 1
Bhelen Aeducan/Rica Brosca, relationship, 1
Bhelen Aeducan & Female Aeducan, relationship, 1
Female Aeducan (Dragon Age), character, 4
Rica Brosca, character, 2
Bhelen Aeducan, character, 2
Vartag Gavorn, character, 2
Endrin Brosca Aeducan, character, 1
Post-Dragon Age: Origins Quest - A Paragon of Her Kind, freeform, 1
Sibling Rivalry, freeform, 27
Sibling Love, freeform, 21
Enemies to Friends to Lovers, freeform, 116
Post-Dragon Age: Origins, freeform, 1
Motherhood, freeform, 11
Class Differences, freeform, 5
Power Dynamics, freeform, 36
Angst with a Happy Ending, freeform, 618
Cole & Varric Tethras, relationship, 1
Varric Tethras, character, 69
Seals (Animals), freeform, 1
Kirkwall (Dragon Age), freeform, 4
Varric Tethras is a Good Friend, freeform, 2
Cole is a Good Friend (Dragon Age), freeform, 1
Female Hawke/Varric Tethras, relationship, 4
Shameless Smut, freeform, 175
Inquisitor Hawke (Dragon Age), freeform, 1
Mage Hawke (Dragon Age), freeform, 1
Purple Hawke (Dragon Age), freeform, 1
Teasing, freeform, 129
Dirty Talk, freeform, 253
Vaginal Fingering, freeform, 237
Vaginal Sex, freeform, 286
Size Difference, freeform, 116
Girth, freeform, 1
Girth is important, freeform, 1
Varric Tethras' Chest Hair, freeform, 2
Accidental Exhibitionism, freeform, 2
Cassandra Pentaghast/Varric Tethras, relationship, 9
Promises, freeform, 15
Mild Angst, freeform, 29
Female Aeducan/Male Brosca (Dragon Age), relationship, 1
Male Brosca (Dragon Age), character, 1
Enemies and Lovers, freeform, 2
Bad Boy Brosca, freeform, 1
Spoiled Princess Aeducan, freeform, 1
Unhealthy Coping Mechanisms, freeform, 42
Consensual Non-Consent, freeform, 21
Consensual But Not Safe Or Sane, freeform, 8
Mild Blood, freeform, 38
Choking, freeform, 115
Verbal Humiliation, freeform, 25
Semi-Public Sex, freeform, 118
Clothed Sex, freeform, 27
First Kiss, freeform, 352
Crisis of Faith, freeform, 4
Pre-Relationship, freeform, 188
Cute Cole (Dragon Age), freeform, 1
POV Cassandra Pentaghast, freeform, 1
Andraste Statue (Dragon Age), freeform, 1
Cassandra deserves the BEST boyfriend, freeform, 1
Cole is the best, freeform, 1
i don't make the rules, freeform, 4
Female Inquisitor/The Iron Bull (Dragon Age), relationship, 1
The Iron Bull/Female Lavellan (Dragon Age), relationship, 2
whump?, freeform, 1
Whump, freeform, 176
former solavellan relationship, freeform, 1
Female Cadash (Dragon Age), character, 3
Red Templar(s) (Dragon Age), character, 1
Canon-Typical Violence, freeform, 382
Varric Tethras Writes, freeform, 1
POV Varric Tethras, freeform, 1
dashing heroics, freeform, 1
Pining, freeform, 320
Vidaar Saelac, character, 1
Gorim's father, freeform, 1
Manka's idea -w-, freeform, 1
Aeducan&Pet, relationship, 1
fluff?, freeform, 9
wholesome?, freeform, 1
Jarak's idea?, freeform, 1
Jarak didn't see this through, freeform, 1
I'm sorry not sorry, freeform, 1
Manka you're gonna love it, freeform, 1
Bhelen Aeducan/Female Aeducan, relationship, 1
Bhelen Aeducan/Female Aeducan/Rica Brosca/Vartag Gavorn, relationship, 1
Sibling Incest, freeform, 91
Incest, freeform, 105
Polyamory, freeform, 164
Predicament Bondage, freeform, 4
Sex Toys, freeform, 113
Nipple Clamps, freeform, 2
Queen Aeducan AU, freeform, 1
Advisor Bhelen AU, freeform, 1
Warden Brosca (Dragon Age), freeform, 1
Background Relationships, freeform, 28
Female Aeducan/Male Brosca/Gorim Saelac - Freeform, freeform, 1
Dom/sub, freeform, 140
Rope Bondage, freeform, 32
Male Lavellan/Dorian Pavus, relationship, 12
Male Lavellan & Dorian Pavus, relationship, 1
Dorian Pavus, character, 67
Male Lavellan (Dragon Age), character, 9
First Meetings, freeform, 151
Attempt at Action, freeform, 1
Death, freeform, 101
not exactly a meet cute, freeform, 1
more like a meet violent, freeform, 1
Alistair/Cullen Rutherford/Female Trevelyan, relationship, 1
Cullen Rutherford, character, 79
Female Trevelyan (Dragon Age), character, 14
Past Relationship(s), freeform, 82
Past Cullen/Alistair - Freeform, freeform, 1
Threesome - F/M/M, freeform, 69
Blow Jobs, freeform, 293
Alcohol, freeform, 122
Soft Dom Cullen Rutherford, freeform, 1
Cunnilingus, freeform, 167
Sex on Furniture, freeform, 1
Female Mage Lavellan/Cullen Rutherford, relationship, 2
Female Lavellan/Cullen Rutherford, relationship, 11
Zevran Arainai/Everyone, relationship, 1
Female Mage Hawke/Fenris, relationship, 1
Iron Bull/Dorian Pavus, relationship, 18
Female Inquisitor/Cullen Rutherford, relationship, 27
Female Mage Lavellan, character, 7
Zevran Arainai, character, 32
Female Hawke, character, 28
Mage Hawke, character, 1
Fenris (Dragon Age), character, 43
Anders, character, 6
the Arishok, character, 1
Morrigan, character, 1
Cole, character, 4
Sera, character, 5
Josephine, character, 1
the Evanuris, character, 1
This will get weird, freeform, 1
but thats fine, freeform, 1
Right?, freeform, 2
The Conclave, freeform, 1
Haven, freeform, 1
Skyhold, freeform, 1
How does one tag things?, freeform, 1
I'll add more as I go, freeform, 1
Solas is Fen'Harel (Dragon Age), freeform, 2
Fuck Canon, freeform, 3
Adorable Cullen Rutherford, freeform, 1
Awkward Cullen Rutherford, freeform, 2
Sweet Cullen Rutherford, freeform, 1
Sassy Inquisitor (Dragon Age), freeform, 1
Niall Horan, character, 36
Louis Tomlinson, character, 47
Harry Styles, character, 55
Mystery, freeform, 93
Creepy, freeform, 8
Niall Horan/Harry Styles, relationship, 3
Harry Styles/Original Male Character(s), relationship, 1
Liam Payne, character, 33
Maura Gallagher, character, 1
Bobby Horan, character, 2
Hurt Niall, freeform, 1
Denial of Feelings, freeform, 36
Alternate Universe - Hospital, freeform, 7
Nurse Harry, freeform, 1
Doctor Niall, freeform, 1
Major Character Injury, freeform, 72
Doctor Liam, freeform, 1
Harry Styles/Louis Tomlinson, relationship, 43
Harry/Louis, relationship, 1
Song Lyrics, freeform, 20
Based on a One Direction Song, freeform, 1
Alternate Universe - No One Direction, freeform, 1
Harry Styles/Kendall Jenner (minor), relationship, 1
Kendall Jenner (minor), character, 1
Boys In Love, freeform, 81
Slow Build, freeform, 104
Eventual Smut, freeform, 219
Famous Harry, freeform, 6
Non-Famous Niall, freeform, 1
Zayn Malik, character, 30
Gemma Styles, character, 5
Nick Grimshaw, character, 1
Alternate Universe - Coffee Shops & Cafés, freeform, 62
Alternate Universe - Bakery, freeform, 3
I have never worked in either so I'm very sorry if some things are inaccurate, freeform, 1
Joker (DCU)/Harleen Quinzel, relationship, 10
Joker (DCU)/Bruce Wayne, relationship, 8
